,job name,company name,place,applicants,posted at,job type,num emp,hiring person,description,pay,sector
405,Data Scientist,Data Axle,"Pune, Maharashtra, India",105 applicants,5 days ago,Full-time · Mid-Senior level,"1,001-5,000 employees · Information Technology & Services",See recent hiring trends for Data Axle. Try Premium for free,"About the job
Essential Job Functions:
Ownership of design, implementation, and deployment of machine learning algorithms in a modern Python-based cloud architecture.
Deliver accessible and responsive code of high quality (automated build/test/deploy)
Visualize and publish model train/test results and insights to internal and external audiences.
Socialize product/project enhancements and code to team members for ongoing skill set growth and cross-training.
Ability to adapt to changing requirements while managing expectations with a variety of internal and external stakeholders
Qualifications and Skills:
Masters in a relevant quantitative, applied field (Statistics, Econometrics, Computer Science,
Mathematics, Engineering).
2-6 years of work experience developing and deploying ML models into production within a cloud infrastructure (AWS, GCP, Snowflake, etc.).
Exhibit knowledge of core mathematical principles relating to data science and machine learning (Statistics, Probability, ML Theory + Best Practices, NLP, Feature Engineering, Supervised and Unsupervised ML, A/B Testing, etc.).
Proficiency in Python and SQL required.
Working knowledge of Spark, web services, and RESTful APIs.
Familiarity with modern CI/CD methods a plus.
Proven ability to work within a team to deliver impactful solutions and ability to communicate successfully with others remotely.","['Pay', 'range']","Information Technology & Services 1,001-5,000 employees 961 on LinkedIn"
406,Data Analyst cum Teaching Assistant,Indian School of Business,"Hyderabad, Telangana, India",,,Contract,"501-1,000 employees",See recent hiring trends for Indian School of Business. Try Premium for free,"About the job
The ISB Institute of Data Science researches in different domains of business analytics and data science; organizes conferences and workshops, to designs and delivers the short and long duration programs for working professionals in Machine Learning, Artificial Intelligence, and Data Science applications in business. Its flagship, the Advanced Management Programme in Business Analytics (AMPBA) equips professionals with the skills of a business analyst and data scientist, beginning with statistical analysis, and going up to machine learning and application of analytics in business. The institute provides data analytics support to various departments, research centres and institutes at ISB. Also, IIDS aims to designs and develop AI and analytics solutions to industry to address complex business problems.

Job Purpose:

Providing high quality day to day support for ISB’s Business Analytics course to ensure its operations.
Responsible for implementing of research and industry project activities for IIDS. Assisting the faculty in writing articles/case studies/research papers.

Job Outline:

Academic Programme:
To provide high quality day to day support for the ISB’s Business Analytics course and carry out smooth and effective operation. Providing teaching assistance to the course faculty
· Prepare articles/articles/content creation
· Conduct virtual lab sessions/workshops for AMPBA participants
· The candidate must have extremely high standards in terms of quality of work, attention to detail, and absolute commitment to task completion.

Research and Industry Projects:
· Discuss with the Research Director, faculty mentor, industry mentor and understand the nature of the research to be carried out.
· Assist the faculty for addressing the problem statement and implementation of solution
· Articulate hypotheses of the research to be undertaken
· Prepare weekly/monthly reports of the project status
· Design, develop and implement data science and business analytics models for problem solving
· Analyze and evaluate research and interpret data, making sure that key issues are identified
· Produce research-based briefings, advice, and action plans.
· Assist faculties/project mentors in preparing, presenting, and disseminate results in academic journals and international conferences
· Design and Develop the project report for industry and research projects.

Education:

Master's in Engineering, Computer Science, Statistics, Mathematics, Data Science, Artificial Intelligence, Business Analytics, Big Data Engineering or equivalent from top Institution/University with high CGPA.
Evidence of academic excellence.
Research and Industry Project Background

Skills & Experience:

Knowledge Domains:
Strong knowledge of Data Science and AI
AI, Machine Learning, Deep Learning, Statistics, Business Analytics, Big data management, Business domain knowledge
Programming Language:
Python, R-programming
Data Visualization Tools:
Tableau
Statistical Packages:
R, STATA and SAS
Office Tools:
Microsoft Excel, Word with PowerPoint preferred. Internet and email savvy. Must be technology oriented.

Candidates must posses 2-3 years of experience in the relevant areas.","['Pay', 'range']","Higher Education 501-1,000 employees 1,990 on LinkedIn"
407,Principal Data Scientist,Aptos Retail,"Bengaluru, Karnataka, India",76 applicants,1 week ago,Full-time · Entry level,"1,001-5,000 employees · Retail",See how you compare to 76 applicants. Try Premium for free,"About the job
Aptos has an immediate opening for a Senior / Principal Data Scientist to join our Bangalore team. A successful candidate will have an ability to lead complex data science and big data-centric projects. He/she will have a strong working knowledge of the ML/AI development lifecycle and will be proficient with modern tools and techniques for building, deploying and monitoring at scale.

Aptos’ market-leading platform drives the world’s largest retailers’ product pricing, promotion and merchandising decisions across online and brick-n-mortar operations. Over 33,000 retail locations and $200+B in annual revenue across grocery, drug, convenience, general merchandise, discount, sporting goods stores, fashion and eCommerce sites optimize with Aptos’ solutions.

About The Role

The Senior / Principal Data Scientist is responsible for designing, developing and evolving Aptos’ demand modeling, forecasting and optimization software. You will need to be creative in the combined application of Bayesian methods, general machine learning and reinforcement learning (among other techniques) to maximize financial and customer-focused objectives of retailers in a data-rich environment.

All of the following will be part of your responsibilities:
Apply knowledge of statistics, machine learning, programming, data modeling, simulation and advanced mathematics
Use a flexible, analytical approach to design, develop and evaluate predictive models and advanced algorithms that lead to optimal value generation
Create and implement mathematical models and scientific algorithms including the development of robust, rapid, and efficient numerical algorithms
Execution of proof-of-concept pilots and implementation support
Work with product engineers to translate prototypes into new products, services and features
Provide data science thought leadership throughout the organization, giving internal presentations, and review white papers with colleagues
Generate and test hypotheses on-demand as well as in systematic algorithmically-driven A/B and multivariate test systems
Qualifications
Knowledgeable of a broad range of mathematical & statistical techniques, tools, and modeling frameworks and able to assess their relative merits and applicability to specific problems
PhD in Computer Science, Math, Physics, Engineering, Statistics or other technical field
Experience manipulating large data sets through Python or SQL
Development experience in one of the following: Python, Scala, Java, C++
Strong algorithmic problem-solving skills
5+ years of experience working with large data sets
Experimentation design or A/B testing experience is preferred
Strong background in statistical regression and modeling techniques (Bayesian estimation, least squares, maximum likelihood)
Proficiency with Cloud providers like AWS, GCP, Azure, etc.
Hands-on data analysis experience and the ability to produce data visualizations
Ability to express real-world processes in the languages of mathematics and probability
Superior verbal, visual and written communication skills to educate and work with cross-functional teams on controlled experiments
Demonstrated ability to drive projects
A willingness to learn, share, and improve
What You Can Do To Stand Out
Experience working with Hadoop, Pig/Hive, Spark, MapReduce, or Kafka
Domain expertise in price optimization, demand forecasting, or inventory optimization
Proficiency with data visualization libraries (e.g. Bokeh, Matplotlib, d3.js)
Monte Carlo methods or other simulation techniques (Stan, PyMC, BUGS)
Deep learning and auto-differentiation libraries (Tensorflow, Torch)
Other optimization and machine learning techniques (linear/nonlinear programming, genetic algorithms, support vector machines, ensembling, etc.)
Factor analysis, sensitivity analysis, spectral analysis, eigen systems analysis, Principal Components Analysis (PCA)
Econometrics, Decision theory, discrete choice models, propensity modeling
Reinforcement learning, active learning, dynamic systems
Did we pique your interest?

If this sounds like the kind of job you would love in the kind of environment you would thrive in, please drop us a line -- we’d love to hear from you!","['Pay', 'range']","Retail 1,001-5,000 employees 674 on LinkedIn"
408,Data Scientist - (ML) (Commerce BU),Blue Yonder,"Bengaluru, Karnataka, India",,,Full-time,"5,001-10,000 employees · Information Technology & Services",1 connection · 1 school alumni,"About the job
Scope

As a Data Scientist, you serve as a specialist in the engineering team that supports the team with following responsibilities.
Independently, or alongside junior scientists, implement machine learning models by Procuring data from platform, client and public data sources
Implementing data enrichment and cleansing routines
Implementing features, preparing modeling data sets, feature selection, etc.
Evaluating candidate models, selecting and reporting on test performance of final one
Ensuring proper runtime deployment of models, and
Implementing runtime monitoring of model inputs and performance in order to ensure continued model stability
Work with product, sales and engineering teams helping shape up the final solution
Use data to understand patterns, come up with and test hypothesis; iterate
Help prepare sales materials, estimate hardware requirements, etc.
Attend client meetings, online and onsite, to discuss new and current functionality
Our Current Technical Environment

Software: Python 3.*

Application Architecture: Scalable, Resilient, Reactive, event driven, secure multi-tenant Microservices architecture

Cloud: Google Cloud

Frameworks/Others: Kubernetes, Kafka, Pub/Sub, Big Query, Apache Beam, DataFlow, KubeFlow, Keras, TensorFlow, Flask.

What We Are Looking For
Bachelor’s Degree in Computer Science or related fields; graduate degree preferred
3+ years of data science experience, retail setting preferred
3+ years of Python programming experience
Strong grasp of data structures and algorithms
Expertise with Big Data tech such as Hadoop and Spark, streaming and batch
Desired knowledge of Kafka, Samza, Beam, Cassandra, Redis, etc.
Solid understanding of data science and machine learning foundations
Familiarity with deep learning, NLP, reinforcement learning, combinatorial optimization etc.
Experience working with most of the following frameworks and libraries: Pandas, Numpy, sklearn, Keras, Tensorflow, Jupyter, Matplotlib etc.
Solid experience working with any of the major cloud platforms, preferably GCP.
Reasonable knowledge of modern software development tools, and respective best practices, such as Git, Jenkins, Docker, Jira, etc.
Provable experience guiding junior data scientists in official or unofficial setting
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

Our Values

If you want to know the heart of a company, take a look at their values. Ours unite us. They are what drive our success – and the success of our customers. Does your heart beat like ours? Find out here: Core Values

Diversity, Inclusion, Value & Equality (DIVE) is our strategy for fostering an inclusive environment we can be proud of. Check out Blue Yonder's inaugural Diversity Report which outlines our commitment to change, and our video celebrating the differences in all of us in the words of some of our associates from around the world.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.","['Pay', 'range']","Information Technology & Services 5,001-10,000 employees 3,961 on LinkedIn"
409,Data Scientist 2,CommerceIQ,"Bengaluru North, Karnataka, India",1 applicant,1 month ago,Full-time · Mid-Senior level,51-200 employees · Computer Software,See recent hiring trends for CommerceIQ. Try Premium for free,"About the job
This job is sourced from a job board. Learn more
CommerceIQ is Hiring Data Scientist (3-5 yrs)

At CommerceIQ, we are building the world’s most sophisticated E-commerce Channel Optimization software to help brands leverage Machine Learning, Analytics and Automation to grow their E-commerce business on all channels, globally.

Using CommerceIQ as a single source of truth, customers have driven 40% increase in incremental sales, 20% improvement in profitability and 32% reduction in out of stock rates on Amazon.

What You’ll Be Doing

As a Senior Data Scientist, you will work closely with Engineering/Product/Operations teams to build state-of-the-art ML based solutions for B2B SaaS products. This entails not only leveraging advanced techniques for predictions, time-series forecasting, topic modelling, optimisation but deep understanding of business and product too.
Apply excellent problem solving skills to deconstruct and formulate solutions from first-principles
Work on data science roadmap and build the core engine of our flagship CommerceIQ product
Collaborate with product and engineering to design product strategy, identify key metrics to drive and support with proof of concept
Perform rapid prototyping of experimental solutions and develop robust, sustainable and scalable production systems
Work with large scale ecommerce data of the biggest brands on amazon
Apply out-of-the-box, advanced algorithms to complex problems in real-time systems
Drive productization of techniques to be made available to a wide range of customers
You would be working with and mentoring fellow team members on the owned charter
What We Are Looking For -
Bachelor’s or Masters in Computer Science or Maths/Stats from a reputed college with 4+ years of experience in solving data science problems that have driven value to customers
Good depth and breadth in machine learning (theory and practice), optimization methods, data mining, statistics and linear algebra. Experience in NLP would be an advantage
Hands-on programming skills and ability to write modular and scalable code in Python/R. Knowledge of SQL is required
Familiarity with distributed computing architecture like Spark, Map-Reduce paradigm and Hadoop will be an added advantage
Strong spoken and written communication skills, able to explain complex ideas in a simple, intuitive manner, write/maintain good technical documentation on projects
Experience with building ML data products in an engineering organization interfacing with other teams and departments to deliver impact
We are looking for candidates who are curious and self-starters; obsess over customer problems to deliver maximum value to them.
Data scientist, Machine Learning, data science, data analyst
Job Type: Full-time

Experience
Data Scientist: 3 years (Required)
Application Question
Looking for product based industry experience from tier 1 /tier 2 colleges (NIT ,BIT, IIT,IIIT, BITS, Strong Profiles)
Skills:- Data Science, R Programming, Python and Machine Learning (ML)","['Pay', 'range']",Computer Software 51-200 employees 172 on LinkedIn
410,Data Scientist,Entropik Tech,"Bengaluru North, Karnataka, India",1 applicant,3 weeks ago,Full-time · Entry level,51-200 employees · Computer Software,See recent hiring trends for Entropik Tech. Try Premium for free,"About the job
This job is sourced from a job board. Learn more
At Entropik Technologies, we build systems that measure and analyzes human emotions at an unprecedented scale, with accuracy, speed, and mission-critical availability. We work with some of the leading brands and agencies across the globe who utilizes our platform to improve overall customer experience, understand consumer behavior and their subconscious responses.

The Data Science team at Entropik is a high profile team that is a center of innovation for the company and a major contributor to the company's core products. The types of challenges we solve have attracted people from industry and academia with diverse backgrounds. We're passionate about maintaining an open and collaborative environment, where team members bring their own unique style of thinking and tools to the table.

Responsibilities

Work on challenging fundamental data science problems in affective computing

Propose and develop solutions independently and work with other data scientists

Drive the collection of new data and the refinement of existing data sources

Continuous focus on enhancing the current models with an overall goal of improving the accuracy of different emotion touch points

Prepare white papers, scientific publications and conference presentations

Work closely with product and engineering teams to identify and answer important product questions

Communicate findings to product managers and engineer

Analyze and interpret the results

Develop best practices for instrumentation and experimentation and communicate those to product engineering teams

Requirements

Masters or Ph.D. in a relevant technical (deep learning, machine learning, computer science, physics, mathematics, statistics, or related field), or 4+ years' experience in a relevant role

Extensive experience solving analytical problems using quantitative approaches using machine learning methods

Should be experienced in Computer Vision and Visual Feature Extraction.

Experienced with Deep Learning Libraries like Tensorflow, Pytorch and architectures like CNN, RCNN.

Track record of using advanced statistical methods, information retrieval, data mining techniques

Comfort manipulating and analyzing complex, high-volume, high-dimensional data from varying sources

A strong passion for empirical research and for answering hard questions with data

A flexible analytic approach that allows for results at varying levels of precision

Fluency with at least one scripting language such as Python

Experience with at least some of the following machine learning libraries: scikit-learn, H2O, SparkML, etc

Experience with practical data science: source control workflows, deploying machine learning models in production, real-time machine learning. Skills:- Data Science, Python, Machine Learning (ML) and Deep Learning","['Pay', 'range']",Computer Software 51-200 employees 117 on LinkedIn
411,Research Engineer II,Philips,"Bengaluru, Karnataka, India",2 applicants,1 month ago,Full-time,"10,001+ employees · Hospital & Health Care",11 school alumni,"About the job
You are responsible for : [Key Deliverables / KPIs]
Building proof of concept and develop technical solutions for different research problems
Explore feasibility of new technology/use cases and define choices for go-no go
Implement state-of-the-art algorithms using AI technologies like Machine Learning, Deep Learning and Data Science techniques for specific clinical applications

You are a part of
Philips Research is a global organization that helps Philips introduce meaningful innovations that improve people’s lives. We provide technological options for innovations in health and well-being, targeted at both developed and emerging markets. Positioned on the front-end of the innovation process, we work on everything from spotting trends and ideation to proof of concept and – where needed – first-of-a-kind product development.  
Research India is a key lab, developing innovative concepts and solutions in the areas of healthcare, informatics, cardiology, oncology, pregnancy, and parenting. These are enabled by advanced pattern recognition, deep learning, and AI technologies to modernize clinical diagnostics and healthcare industrialization.  

To succeed in this role, you should have the following skills and experience:
Good programming skills in C#/.Net
Knowledge/Hands on Exp with Philips Platforms
Knowledgeable in  Machine Learning concepts and application, Deep Learning concepts realization on images
Experience of realization of clinical solutions using AI technique is a advantage
At least couple of Data Science projects execution experience
Good team player and able to work with multi-disciplinary teams like clinicians, scientists and engineers
Good analytical skills and research mindset. Ability to work independently with inquisitive behavior

In return, we offer you
A chance to serve a bigger purpose. At Philips, our mission to improve the lives of 3 billion people per year by 2030, and everyday we move closer to achieving our goal by creating cutting-edge solutions that lead to confident diagnosis, improved care, and increased quality of life for patients drive us. We enable our employees to create a legacy in life through their work and support their development through people-centric learning, total rewards and personalized development planning programs.  Our business provides unique opportunities to develop cutting edge enterprise software solutions and deliver meaningful solutions in the healthcare space and this new position is a unique opportunity to shape the next generation solutions we are developing .","['Pay', 'range']","Hospital & Health Care 10,001+ employees 85,323 on LinkedIn"
412,Sr. Data Scientist,Deloitte,Mumbai Metropolitan Region,3 applicants,3 weeks ago,Full-time · Associate,"10,001+ employees · Management Consulting",1 connection · 14 school alumni,"About the job
Position Summary

At Deloitte Digital Marketing and Experience Services (Hux), we help marketers optimize their customer experience to win in the marketplace.We’re combining data, decision making and real-time delivery to build and manage customer data ecosystems that enable our clients to acquire, engage and retain customers in a dramatically different and improved manner.With customer data as a foundation, we help clients deliver dynamic, personalized customer experiences across all engagement channels using machine learning and artificial intelligence.

Do you enjoy exploring datasets? Are you passionate about creating algorithms that operate on terabytes of data?If so, Deloitte Digital is seeking creative minds and persistent problem solvers to build and support cutting-edge marketing data science solutions that help our clients deliver customer value at every touchpoint.

We’re growing fast and need brilliant Data Scientists like you to fuel our continuing innovation and help us scale.Along the way, you’ll find exceptional growth opportunities limited only by your hunger for learning and ability to apply best practice methodology in our start-up-like environment.

What You Will Be Doing

As a Senior Data Scientist , you will be tasked with solving data problems end to end. This means:
Being able to get an understanding of the multi-channel marketing optimization problem space
Performing exploratory data analysis to understand relationships, opportunities to influence outcomes and how to attribute cross channel outcomes
Specifying a research plan
Running experiments and extracting the necessary data
Being able to interpret the models being generated
Developing a proof of concept to verify your ideas
Assisting the Data Engineering team in setting your proof of concept live in our production environment
Closing the loop to make sure the proposed solution is performing as it should once it is released
Because this is a senior role, we’re looking for candidates that can carry out research in an autonomous fashion.

Our team

You’ll join a team of passionate, talented data scientists who collaborate to design, build and maintain cutting-edge models that arm our clients with the ability to spot customer value and act upon it.If you’re intellectually curious, hardworking and solution-oriented, you’ll fit right into our fast-paced, collaborative environment.In addition to working with our data science team, you’ll also work closely with our data engineering team to develop top-of-the-line data pipelines.

Qualifications
Master’s degree required, PhD in a quantitative field (engineering, mathematics, physics, machine learning, statistics or computer science) preferred.
4+ years of industry experience outside of academia.
4+ years of experience manipulating big data using opensource frameworks. This means being familiar with tools such as Spark, Kafka, Hadoop, Impala and Luigi. In addition, because we handle very large volumes of data, past work with cloud-based environment is required.
Knowledge of current modeling tools such as XGBoost or Vowpal Wabbit (or equivalent)
Ability to write high-quality Python code and familiarity with unit testing, source control and code review
Experience working in Agile teams and using Scrums to organize work
Demonstrated communication capabilities. Ability to explain your insights to people beyond the data science team. This means knowing how to best craft your message and selecting the right visualizations
Good problem decomposition skills and autonomy when faced with solving data problems.
Helpful, but not required:
A proven ability deploying automated data processing pipelines.
A deep interest in Data Science and AI. A good measure of this would be competition participation (Kaggle or other) as well as participation in open courses
If you have code in the open domain (for example Github) or have written about AI/DS please share this with us
Some experience in Ad Tech or Marketing technology is a plus.
How You’ll Grow

At Deloitte Digital, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help sharpen skills, work with industry-leading talent on a daily basis, in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career, while delivering products and services to Fortune 500 clients. Explore Deloitte University, The Leadership Center.

Benefits

At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits. Learn more about what working at Deloitte can mean for you.

Deloitte’s culture

Who says work can’t be fun? At Deloitte Digital, the worlds of business, creative, and technology intersect to transform the way we work, play, and communicate. We can’t quite put our finger on it, but that combo creates something kind of magical. In studios or on the road, we believe in our people, and we understand that quality of life directly impacts quality of work. We pride ourselves on our flexible work environment and distinctive culture. Learn more about life at Deloitte Digital.

Corporate citizenship

Deloitte is led by a purpose: to make an impact that matters. This purpose defines who we are and extends to relationships with our clients, our people and our communities. We believe that business has the power to inspire and transform. We focus on education, giving, skill-based volunteerism, and leadership to help drive positive social impact in our communities. Learn more about Deloitte’s impact on the world.

Recruiter tips

We want job seekers exploring opportunities at Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you’re applying to. Check out recruiting tips from Deloitte professionals.

As used in this posting, “Deloitte” means Deloitte Consulting LLP, a subsidiary of Deloitte LLP. Please see www.deloitte.com/us/about for a detailed description of the legal structure of Deloitte LLP and its subsidiaries. Certain services may not be available to attest clients under the rules and regulations of public accounting.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law.

Recruiting tips

Finding the right job and preparing for the recruitment process can be tricky. Check out tips from our Deloitte recruiting professionals to set yourself up for success. Check out recruiting tips from Deloitte recruiters .

Benefits

We believe that to be an undisputed leader in professional services, we should equip you with the resources that can make a positive impact on your well-being journey. Our vision is to create a leadership culture focused on the development and well-being of our people. Here are some of our benefits and programs to support you and your family’s well-being needs. Learn more about what working at Deloitte can mean for you .

Our people and culture

Our people and our culture make Deloitte a place where leaders thrive. Get an inside look at the rich diversity of background, education, and experiences of our people. What impact will you make? Be inspired by the stories of our people .

Professional development

You want to make an impact. And we want you to make it. We can help you do that by providing you the culture, training, resources, and opportunities to help you grow and succeed as a professional. Learn more about our commitment to developing our people .

Requisition code: 49281","['Pay', 'range']","Management Consulting 10,001+ employees 360,606 on LinkedIn"
413,Data Scientist,PlaySimple Games,"Bengaluru North, Karnataka, India",,,Full-time · Associate,201-500 employees · Entertainment,See how you compare to 44 applicants. Try Premium for free,"About the job
Position Summary
We’re looking for Data Scientists to join our Central Analytics team. It’s a fast-paced, high-adrenaline job, with plenty to learn.
If you enjoy crunching numbers, are never satisfied with the products around you, and have always wanted to make things better than the best, you’ll love this job.
What’s Required Of You
You will work closely with product leaders as a data-driven advisor and partner on strategic issues.
Will work collaboratively with game teams to deliver actionable insights into our games to further increase user acquisition, engagement and monetization.
Will proactively perform a wide range of analyses to identify trends, issues, and opportunities across games help us continue to improve gameplay.
Will answer business-related questions through exploratory data analyses and ad-hoc reporting.
Requirements
B.Tech/M.Tech/PhD in Computer Science/Statistics with demonstrated experience in ML/Statistics
Hands on experience in Python/Spark for data crunching, data visualization and machine learning.
SQL skills: Experience querying large, complex datasets from a data lake/warehouse.
Ability to execute research projects, and generate practical results and recommendations.
The candidate should enjoy both working with people and undertaking rigorous statistical analyses.
Knowledge of Deep Learning is highly desirable.","['Pay', 'range']",Entertainment 201-500 employees 230 on LinkedIn
414,Data Scientist Computer Vision,Swiss Re,"Bengaluru, Karnataka, India",37 applicants,2 days ago,Full-time,"10,001+ employees · Insurance",See how you compare to 37 applicants. Try Premium for free,"About the job
About Swiss Re

Swiss Re is one of the world’s leading providers of reinsurance, insurance and other forms of insurance-based risk transfer, working to make the world more resilient. We anticipate and manage a wide variety of risks, from natural catastrophes and climate change to cybercrime.

At Swiss Re we combine experience with creative thinking and cutting-edge expertise to create new opportunities and solutions for our clients. This is possible thanks to the collaboration of more than 13,000 employees across the world.

We offer a flexible working environment where curious and adaptable people thrive. Are you interested in joining us?

About The Role

SwissRe is looking for a data scientist with ~5 years of experience in working with big data tools and on machine learning/AI model development for innovative products. Python is required but any other language used in model development is welcomed. Experience in developing visual intelligence and image recognition algorithm is mandatory.

The ideal candidate has a strong background in data science model deployment, math, statistics, physics or any other computationally intense disciplines and working experience in computer science/engineering.

About The Team

We are seeking a motivated candidate with passion for technology to be a part of Analytics team that develops innovative solutions in telematics, motor and beyond. The team is top notch and lies in the Automotive and Mobility solutions department in the Property and Casualty Reinsurance business. Activities varies from digital signal processing analysis, more advanced AI modelling on time series, model development on tabular data coming from clients and claims analysis through images.

About You

Essentials

PhD in scientific fields + 2 years+ of experience, OR BTech/M Tech with 5 years, but no more than 8 years.

2 or more years of relevant experience in development of machine learning and AI models using computer vision.

Statistical modeling

Hands-on experience in implementation, performance tuning and machine learning model deployment

Experience with scripting languages (Python/R/Matlab)

Fluency in English is mandatory.

Good organizational and time management skills

Nice To Have

Having developed or involved in automobile photo-damage assessment & claims fraud detection use cases, using ML + Computer vision models

Insurance industry experience.

Knowledge of big data tools and framework like Hadoop, Spark etc…

Experience in working for companies with Headqaurtes in other continents

Behavioral Competences

Team player with a ‘can do’ attitude

Ability to work in an interdisciplinary and multi-cultural environment

High degree of flexibility, independent and proactive working style

Ability to work well under pressure and on multiple and conflicting priorities

Strong commitment to quality and details

Desired

Multi-lingual is a plus (English + any European language )

Flexibility to traveling-depth knowledge/experience in the Insurance or Reinsurance domains

Keywords

Reference Code: 107351","['Pay', 'range']","Insurance 10,001+ employees 13,061 on LinkedIn"
415,"Research Scientist, Google Research",Google,"Bengaluru, Karnataka, India",36 applicants,6 days ago,Full-time,"10,001+ employees · Internet",1 connection · 4 school alumni,"About the job
Due to the current health crisis related to COVID-19 and the escalating visa/travel restrictions in place, we're currently unable to extend offers to anyone who cannot work from India due to lockdown visa/travel restrictions, or other restrictive measures until further notice. Consequently, we will be prioritizing candidates who can start in this location by set date as expected. We're keeping the situation under review and would adjust our position should the restrictive measures be removed later on.

Minimum qualifications:
PhD in Computer Science, related technical field, or equivalent practical experience
Experience in Machine Learning, NLP/NLU, Computer Vision, or Game Theory
Experience with general purpose programming languages e.g., C/C++ or Python
Contributions to research communities including publishing in forums (e.g: NeurIPS, ICML, ACL, CVPR, KDD, AAMAS)

Preferred qualifications:
Strong publication record

About The Job

As an organization, Google maintains a portfolio of research projects driven by fundamental research, new product innovation, product contribution and infrastructure goals, while providing individuals and teams the freedom to emphasize specific types of work. As a Research Scientist, you'll setup large-scale tests and deploy promising ideas quickly and broadly, managing deadlines and deliverables while applying the latest theories to develop new and improved products, processes, or technologies. From creating experiments and prototyping implementations to designing new architectures, our research scientists work on real-world problems that span the breadth of computer science, such as machine (and deep) learning, data mining, natural language processing, hardware and software performance analysis, improving compilers for mobile platforms, as well as core search and much more.

As a Research Scientist, you'll also actively contribute to the wider research community by sharing and publishing your findings, with ideas inspired by internal projects as well as from collaborations with research programs at partner universities and technical institutes all over the world.

The research lab in Bangalore is a part of Google’s global network of researchers: participating in conferences, publishing research in scientific papers, and collaborating closely with one another.

Google Research is building the next generation of intelligent systems for all Google products. To achieve this, we’re working on projects that utilize the latest computer science techniques developed by skilled software engineers and research scientists. Google Research teams collaborate closely with other teams across Google, maintaining the flexibility and versatility required to adapt new projects and foci that meet the demands of the world's fast-paced business needs.

Responsibilities

Undertake cutting edge research in the above mentioned areas.
Develop solutions for real-world, large-scale problems.

Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .","['Pay', 'range']","Internet 10,001+ employees 254,304 on LinkedIn"
